VALUE,COUNT,LU_CODEV7N,LU_CODEV7,TERTIARY_V7,SECONDARY_V7,PRIMARY_V7,CLASSES_18,C18_DESCRIPTION,TOPO_FEATURES,TOPO_FEAT_DESC,CLUM_DATA,CLUM_DATA_DESC,PROT_AREAS,PROT_AREAS_DESC,WH_AREAS,WH_AREAS_DESC,TENURE,TENURE_DESC,FOREST_TYPE,FOREST_TYPE_DESC,VEG_CONDITION,VEG_COND_DESC,COMMODITIES,COMMODITIES_DESC,IRRIGATION,IRRIGATION_DESC
74,1,661,6.6.1,6.6.1 Estuary/coastal waters - conservation,6.6 Estuary/coastal waters,6 Water,17,Water (6.0),7,Saline coastal flat,650,6.5.0 Marsh/wetland,60,VI. Managed resource protected areas,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,4,Native closed forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
75,2,117,1.1.7,1.1.7 Other conserved area,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,630,6.3.0 River,60,VI. Managed resource protected areas,1,WHA managed as one or more of IUCN categories Ia to V,10,Public land - other,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
76,1425,120,1.2.0,1.2.0 Managed resource protection,1.2 Managed resource protection,1 Conservation and natural environments,2,Other protected areas including indigenous uses (1.2),0,Not a topographic feature,120,1.2.0 Managed resource protection,60,VI. Managed resource protected areas,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,3,Native open forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
77,49,133,1.3.3,1.3.3 Residual native cover,1.3 Other minimal use,1 Conservation and natural environments,3,Other minimal use (1.3),0,Not a topographic feature,650,6.5.0 Marsh/wetland,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,2,Native woodland,1,No modification of native vegetation,0,Unallocated agricultural land,0,"Dryland agriculture, not ag. or no data"
78,91,650,6.5.0,6.5.0 Marsh/wetland,6.5 Marsh/wetland,6 Water,17,Water (6.0),5,Swamp,650,6.5.0 Marsh/wetland,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,2,Native woodland,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
79,1,117,1.1.7,1.1.7 Other conserved area,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,651,6.5.1 Marsh/wetland - conservation,0,Not a protected area,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,4,Native closed forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
80,4,120,1.2.0,1.2.0 Managed resource protection,1.2 Managed resource protection,1 Conservation and natural environments,2,Other protected areas including indigenous uses (1.2),0,Not a topographic feature,651,6.5.1 Marsh/wetland - conservation,60,VI. Managed resource protected areas,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,2,Native woodland,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
81,1,651,6.5.1,6.5.1 Marsh/wetland - conservation,6.5 Marsh/wetland,6 Water,17,Water (6.0),5,Swamp,120,1.2.0 Managed resource protection,60,VI. Managed resource protected areas,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,3,Native open forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
82,1758,650,6.5.0,6.5.0 Marsh/wetland,6.5 Marsh/wetland,6 Water,17,Water (6.0),5,Swamp,650,6.5.0 Marsh/wetland,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
83,1,651,6.5.1,6.5.1 Marsh/wetland - conservation,6.5 Marsh/wetland,6 Water,17,Water (6.0),5,Swamp,651,6.5.1 Marsh/wetland - conservation,60,VI. Managed resource protected areas,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,2,Native woodland,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
84,4,113,1.1.3,1.1.3 National park,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,651,6.5.1 Marsh/wetland - conservation,20,II. National park,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,2,Native woodland,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
85,3,120,1.2.0,1.2.0 Managed resource protection,1.2 Managed resource protection,1 Conservation and natural environments,2,Other protected areas including indigenous uses (1.2),0,Not a topographic feature,630,6.3.0 River,60,VI. Managed resource protected areas,0,IUCN management category unassigned or not a WHA,10,Public land - other,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
86,61,120,1.2.0,1.2.0 Managed resource protection,1.2 Managed resource protection,1 Conservation and natural environments,2,Other protected areas including indigenous uses (1.2),0,Not a topographic feature,651,6.5.1 Marsh/wetland - conservation,60,VI. Managed resource protected areas,0,IUCN management category unassigned or not a WHA,10,Public land - other,4,Native closed forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
87,141,120,1.2.0,1.2.0 Managed resource protection,1.2 Managed resource protection,1 Conservation and natural environments,2,Other protected areas including indigenous uses (1.2),0,Not a topographic feature,120,1.2.0 Managed resource protection,60,VI. Managed resource protected areas,0,IUCN management category unassigned or not a WHA,10,Public land - other,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
88,2,113,1.1.3,1.1.3 National park,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,651,6.5.1 Marsh/wetland - conservation,20,II. National park,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,4,Native closed forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
89,3,113,1.1.3,1.1.3 National park,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,651,6.5.1 Marsh/wetland - conservation,20,II. National park,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,3,Native open forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
90,43,120,1.2.0,1.2.0 Managed resource protection,1.2 Managed resource protection,1 Conservation and natural environments,2,Other protected areas including indigenous uses (1.2),0,Not a topographic feature,120,1.2.0 Managed resource protection,60,VI. Managed resource protected areas,0,IUCN management category unassigned or not a WHA,10,Public land - other,4,Native closed forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
91,83315,113,1.1.3,1.1.3 National park,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,113,1.1.3 National park,20,II. National park,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
92,1,651,6.5.1,6.5.1 Marsh/wetland - conservation,6.5 Marsh/wetland,6 Water,17,Water (6.0),5,Swamp,651,6.5.1 Marsh/wetland - conservation,20,II. National park,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,2,Native woodland,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
93,75,651,6.5.1,6.5.1 Marsh/wetland - conservation,6.5 Marsh/wetland,6 Water,17,Water (6.0),5,Swamp,113,1.1.3 National park,20,II. National park,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,2,Native woodland,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
94,2,120,1.2.0,1.2.0 Managed resource protection,1.2 Managed resource protection,1 Conservation and natural environments,2,Other protected areas including indigenous uses (1.2),0,Not a topographic feature,113,1.1.3 National park,60,VI. Managed resource protected areas,0,IUCN management category unassigned or not a WHA,10,Public land - other,4,Native closed forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
95,1,631,6.3.1,6.3.1 River - conservation,6.3 River,6 Water,17,Water (6.0),3,Watercourse - perennial,651,6.5.1 Marsh/wetland - conservation,60,VI. Managed resource protected areas,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
96,1268,120,1.2.0,1.2.0 Managed resource protection,1.2 Managed resource protection,1 Conservation and natural environments,2,Other protected areas including indigenous uses (1.2),0,Not a topographic feature,120,1.2.0 Managed resource protection,60,VI. Managed resource protected areas,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,4,Native closed forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
97,3305,120,1.2.0,1.2.0 Managed resource protection,1.2 Managed resource protection,1 Conservation and natural environments,2,Other protected areas including indigenous uses (1.2),0,Not a topographic feature,120,1.2.0 Managed resource protection,60,VI. Managed resource protected areas,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
98,310,133,1.3.3,1.3.3 Residual native cover,1.3 Other minimal use,1 Conservation and natural environments,3,Other minimal use (1.3),0,Not a topographic feature,113,1.1.3 National park,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,2,Native woodland,1,No modification of native vegetation,0,Unallocated agricultural land,0,"Dryland agriculture, not ag. or no data"
99,2,661,6.6.1,6.6.1 Estuary/coastal waters - conservation,6.6 Estuary/coastal waters,6 Water,17,Water (6.0),7,Saline coastal flat,113,1.1.3 National park,60,VI. Managed resource protected areas,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
100,2941,120,1.2.0,1.2.0 Managed resource protection,1.2 Managed resource protection,1 Conservation and natural environments,2,Other protected areas including indigenous uses (1.2),0,Not a topographic feature,120,1.2.0 Managed resource protection,60,VI. Managed resource protected areas,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,2,Native woodland,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
101,174,117,1.1.7,1.1.7 Other conserved area,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,120,1.2.0 Managed resource protection,60,VI. Managed resource protected areas,1,WHA managed as one or more of IUCN categories Ia to V,4,Nature conservation areas,0,Non-forest or no data,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
102,5,125,1.2.5,1.2.5 Traditional indigenous uses,1.2 Managed resource protection,1 Conservation and natural environments,2,Other protected areas including indigenous uses (1.2),0,Not a topographic feature,651,6.5.1 Marsh/wetland - conservation,0,Not a protected area,0,IUCN management category unassigned or not a WHA,9,Aboriginal land - traditional indigenous uses,2,Native woodland,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
103,31,133,1.3.3,1.3.3 Residual native cover,1.3 Other minimal use,1 Conservation and natural environments,3,Other minimal use (1.3),0,Not a topographic feature,630,6.3.0 River,0,Not a protected area,0,IUCN management category unassigned or not a WHA,6,Private land,0,Non-forest or no data,1,No modification of native vegetation,0,Unallocated agricultural land,0,"Dryland agriculture, not ag. or no data"
104,5,120,1.2.0,1.2.0 Managed resource protection,1.2 Managed resource protection,1 Conservation and natural environments,2,Other protected areas including indigenous uses (1.2),0,Not a topographic feature,651,6.5.1 Marsh/wetland - conservation,60,VI. Managed resource protected areas,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,3,Native open forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
105,35856,113,1.1.3,1.1.3 National park,1.1 Nature conservation,1 Conservation and natural environments,1,Nature conservation (1.1),0,Not a topographic feature,113,1.1.3 National park,20,II. National park,0,IUCN management category unassigned or not a WHA,4,Nature conservation areas,3,Native open forest,1,No modification of native vegetation,-1,Non-agricultural land or no data,0,"Dryland agriculture, not ag. or no data"
